order_id,customer_id,order_date,status,region_code
481,28,2025-05-04 22:26:15,DELIVERED,SOUTH
482,198,2024-09-02 09:14:08,DELIVERED,NORTH
483,164,2026-06-23 23:51:09,PLACED,EAST
484,406,2024-10-22 10:33:23,PLACED,EAST
485,470,2026-04-06 11:52:37,DELIVERED,SOUTH
486,389,2025-12-31 00:08:51,DELIVERED,CENTRAL
487,3,2026-06-04 14:24:27,PLACED,EAST
488,111,2026-04-10 12:50:25,PLACED,CENTRAL
489,271,2025-05-25 18:02:26,PLACED,EAST
490,122,2025-02-19 21:51:54,PLACED,SOUTH
491,215,2025-11-09 00:00:00,DELIVERED,WEST
492,33,2024-09-25 02:32:27,CANCELLED,WEST
493,306,2025-08-21 08:46:00,PLACED,CENTRAL
494,295,2025-01-04 22:03:13,DELIVERED,EAST
495,220,2024-07-02 05:09:40,DELIVERED,SOUTH
496,293,2025-05-20 13:22:58,SHIPPED,NORTH
497,269,2025-04-07 02:08:28,PLACED,CENTRAL
498,279,2025-07-30 01:16:25,DELIVERED,CENTRAL
499,284,2024-07-16 00:00:00,DELIVERED,WEST
500,23,2025-11-06 17:45:44,DELIVERED,EAST
